age,job,marital,education,balance,y,sub_prob,decile
35,management,single,tertiary,2928,0,0.40112415,7
56,technician,married,secondary,803,0,0.34299594,6
32,management,married,tertiary,3442,0,0.46743244,8
48,management,married,tertiary,-1080,0,0.13226439,1
33,management,single,tertiary,275,0,0.4427194,8
36,entrepreneur,married,secondary,215,0,0.2315907,3
51,blue-collar,divorced,secondary,1524,0,0.3004715,5
57,technician,married,secondary,6362,0,0.20646684,2
58,admin.,married,secondary,5680,0,0.26161698,4
36,blue-collar,married,secondary,2894,0,0.23999763,3
32,self-employed,single,tertiary,519,0,0.33938956,6
34,management,married,tertiary,11,0,0.18202215,2
35,entrepreneur,married,secondary,1309,0,0.26970187,4
36,self-employed,married,secondary,44,0,0.25092262,4
32,management,married,tertiary,3107,0,0.1875017,2
50,blue-collar,married,secondary,1984,0,0.21383202,3
48,blue-collar,married,secondary,3008,0,0.1868351,2
48,management,married,tertiary,1600,0,0.4104618,7
32,management,married,tertiary,1636,0,0.26145542,4
54,management,divorced,primary,210,0,0.35741854,6
48,management,single,tertiary,648,0,0.25517705,4
31,blue-collar,single,secondary,545,0,0.29286805,5
51,unemployed,divorced,tertiary,5,0,0.3790767,7
38,management,married,tertiary,540,0,0.37150702,6
48,blue-collar,married,primary,-298,0,0.122400075,1
48,unemployed,married,primary,484,0,0.347787,6
35,admin.,married,secondary,421,0,0.25190285,4
41,self-employed,married,tertiary,6000,0,0.2828991,4
39,services,married,secondary,173,0,0.18967102,2
54,management,married,tertiary,0,0,0.27338353,4
36,services,married,secondary,0,0,0.19841865,2
45,self-employed,married,tertiary,35589,0,0.20106475,2
52,entrepreneur,married,tertiary,-2,0,0.33662865,6
52,self-employed,single,secondary,207,0,0.35703015,6
34,management,married,tertiary,10031,0,0.25806057,4
38,self-employed,married,tertiary,3139,0,0.28839985,4
39,management,married,tertiary,514,0,0.25243685,4
38,entrepreneur,married,tertiary,0,0,0.23283616,3
47,admin.,single,secondary,19,0,0.19623874,2
34,services,divorced,secondary,107,0,0.3314523,6
52,blue-collar,married,tertiary,297,0,0.17282388,2
57,management,divorced,tertiary,236,0,0.3924689,7
41,management,married,tertiary,25,0,0.24780226,3
41,management,married,secondary,99,0,0.20689327,2
59,technician,divorced,secondary,797,0,0.26578054,4
34,blue-collar,single,secondary,20,0,0.23984513,3
45,management,married,tertiary,0,0,0.2555175,4
36,services,single,secondary,1482,0,0.32610038,5
48,management,single,tertiary,3713,0,0.25569448,4
40,management,married,tertiary,11,0,0.19244681,2
38,entrepreneur,married,tertiary,678,0,0.30324095,5
36,self-employed,divorced,secondary,-38,0,0.2825105,4
47,admin.,single,secondary,2540,0,0.3971762,7
42,entrepreneur,married,tertiary,337,0,0.21013135,2
45,management,married,tertiary,-73,0,0.23084328,3
39,services,married,unknown,10189,0,0.25721782,4
57,management,married,tertiary,1357,0,0.17797601,2
52,entrepreneur,married,tertiary,507,0,0.36171895,6
39,entrepreneur,married,secondary,11887,1,0.48095658,8
55,entrepreneur,married,tertiary,78,0,0.28428385,4
33,technician,married,secondary,2746,0,0.29810777,5
36,management,married,secondary,-148,0,0.18368317,2
54,blue-collar,married,secondary,506,0,0.16826421,2
36,services,single,secondary,461,0,0.4134338,7
46,services,single,secondary,897,0,0.2562391,4
33,admin.,married,tertiary,99,0,0.20960306,2
51,management,married,tertiary,-516,0,0.22701938,3
59,housemaid,single,secondary,26172,0,0.26856115,4
44,management,single,tertiary,1356,0,0.3810376,7
35,management,married,tertiary,646,0,0.24155264,3
47,blue-collar,married,primary,1533,0,0.24539815,3
36,blue-collar,married,secondary,801,0,0.20308284,2
32,management,single,secondary,416,0,0.29038614,5
31,blue-collar,single,secondary,530,0,0.33959776,6
41,technician,married,secondary,862,0,0.35844114,6
58,services,married,secondary,4428,0,0.36077306,6
34,blue-collar,married,primary,500,0,0.15590723,1
49,management,divorced,tertiary,0,0,0.20767541,2
40,management,married,tertiary,5,0,0.20574711,2
45,technician,single,tertiary,0,0,0.291435,5
48,admin.,married,secondary,1208,0,0.26805082,4
59,entrepreneur,married,tertiary,1553,0,0.28928357,5
40,technician,single,secondary,2141,0,0.48297837,8
54,admin.,married,secondary,3729,0,0.35302094,6
47,management,married,secondary,21,0,0.16389084,1
33,services,married,secondary,244,0,0.23006001,3
48,housemaid,single,secondary,1042,0,0.3199702,5
30,blue-collar,married,secondary,246,0,0.19359237,2
33,unemployed,divorced,secondary,0,0,0.26871493,4
36,management,married,tertiary,-92,0,0.24071479,3
59,retired,married,tertiary,4589,0,0.47430766,8
43,management,single,tertiary,-56,0,0.20057784,2
52,services,married,secondary,2257,0,0.19505495,2
36,blue-collar,married,secondary,402,0,0.22920473,3
33,student,single,tertiary,4,0,0.29784882,5
31,management,married,unknown,668,0,0.34886304,6
39,management,married,secondary,517,0,0.1986468,2
32,management,single,tertiary,0,0,0.2758051,4
46,management,married,tertiary,0,1,0.33844525,6
39,blue-collar,married,secondary,0,0,0.18716757,2
33,management,married,secondary,480,0,0.2218539,3
45,management,single,tertiary,5694,0,0.2711329,4
54,self-employed,married,tertiary,368,0,0.34387654,6
43,services,married,primary,-2122,0,0.13889924,1
41,entrepreneur,married,secondary,-1882,0,0.20713799,2
35,admin.,married,secondary,122,0,0.20504753,2
36,technician,divorced,tertiary,1174,0,0.33297303,6
59,management,married,tertiary,3969,0,0.43662924,8
36,entrepreneur,single,secondary,296,0,0.41818255,7
31,admin.,married,secondary,0,0,0.21373644,3
36,management,married,tertiary,549,0,0.23118462,3
50,admin.,single,secondary,5816,0,0.28651258,4
39,admin.,single,secondary,720,0,0.2561227,4
38,technician,married,secondary,508,0,0.20777784,2
58,management,divorced,tertiary,5037,1,0.38479188,7
32,housemaid,married,tertiary,357,0,0.18456404,2
36,technician,single,primary,2169,0,0.30808467,5
36,technician,divorced,secondary,5957,0,0.32234976,5
50,management,married,tertiary,2570,0,0.39141947,7
44,technician,married,secondary,2626,0,0.25683543,4
38,admin.,married,tertiary,605,0,0.36291352,6
51,management,married,tertiary,2934,0,0.2871403,4
38,management,divorced,unknown,0,0,0.24505585,3
59,entrepreneur,married,primary,124,0,0.15952423,1
46,management,married,primary,1267,0,0.17350377,2
37,technician,married,secondary,712,0,0.2441423,3
39,management,single,tertiary,0,0,0.26924592,4
38,services,married,unknown,4644,0,0.28544256,4
49,management,married,tertiary,1430,0,0.3507187,6
36,management,married,tertiary,521,0,0.35320252,6
33,services,married,secondary,703,0,0.35486692,6
34,admin.,single,tertiary,1199,0,0.32902217,6
55,retired,divorced,tertiary,816,0,0.4501326,8
39,unemployed,married,tertiary,1108,0,0.28612846,4
41,blue-collar,divorced,secondary,-90,0,0.19072638,2
31,management,single,tertiary,874,0,0.34495774,6
40,admin.,single,secondary,2854,0,0.31209332,5
30,services,divorced,secondary,0,0,0.25309035,4
37,management,married,tertiary,-666,0,0.17076851,2
34,blue-collar,married,secondary,932,0,0.36332327,6
57,self-employed,married,secondary,380,0,0.28926343,5
42,management,single,tertiary,1113,0,0.19297206,2
33,management,married,tertiary,1522,0,0.20846997,2
34,blue-collar,married,secondary,1430,0,0.18115413,2
49,management,married,tertiary,1887,0,0.3354747,6
44,services,married,secondary,-236,0,0.64584637,9
42,management,single,tertiary,1673,0,0.43686515,8
36,self-employed,single,tertiary,3560,0,0.46018317,8
42,blue-collar,divorced,secondary,898,0,0.22850937,3
44,management,married,tertiary,13853,0,0.19947298,2
57,services,married,secondary,315,0,0.24643601,3
36,technician,divorced,secondary,556,0,0.25317797,4
36,management,married,secondary,644,0,0.22911844,3
37,management,married,secondary,676,0,0.26688144,4
43,entrepreneur,married,secondary,3766,0,0.43647864,8
53,self-employed,married,secondary,1066,0,0.25126138,4
35,management,married,tertiary,222,0,0.23371075,3
54,blue-collar,married,secondary,1070,0,0.3082391,5
38,technician,married,secondary,728,0,0.2955349,5
43,unemployed,married,secondary,1943,0,0.2905866,5
52,self-employed,married,tertiary,5350,0,0.72489375,9
49,management,married,tertiary,999,0,0.35081083,6
40,management,married,tertiary,132,0,0.18936755,2
31,management,single,secondary,0,0,0.32359356,5
32,services,married,secondary,4885,0,0.22349843,3
33,technician,married,secondary,3572,0,0.32726583,5
34,admin.,married,secondary,353,0,0.2809517,4
40,technician,married,secondary,7313,0,0.22026317,3
30,technician,single,tertiary,0,0,0.30271792,5
31,technician,divorced,secondary,0,0,0.18385215,2
34,services,married,secondary,184,0,0.24967171,3
45,services,married,secondary,1550,0,0.24198742,3
40,technician,single,secondary,1411,0,0.2421563,3
40,self-employed,married,tertiary,642,0,0.3646718,6
35,technician,married,tertiary,14232,0,0.23890786,3
33,admin.,married,tertiary,88,0,0.22711262,3
51,management,married,tertiary,974,0,0.41543758,7
38,services,married,secondary,4392,0,0.41283736,7
30,unemployed,single,primary,1,0,0.3275449,5
53,management,married,tertiary,9072,0,0.33541223,6
32,admin.,single,secondary,6188,0,0.27160794,4
30,management,married,secondary,1439,0,0.26861402,4
50,unemployed,married,secondary,525,0,0.20130105,2
40,technician,divorced,secondary,5674,0,0.3497822,6
47,admin.,divorced,primary,1095,0,0.28035483,4
35,blue-collar,married,secondary,1055,1,0.15390967,1
34,management,single,tertiary,3244,0,0.49128357,8
56,technician,single,tertiary,12539,0,0.49572968,8
49,blue-collar,married,primary,-14,0,0.1728292,2
50,management,married,tertiary,1477,0,0.2423118,3
33,blue-collar,married,secondary,328,0,0.17132841,2
32,self-employed,single,tertiary,386,1,0.3451367,6
53,management,married,tertiary,952,0,0.17905028,2
36,blue-collar,married,primary,0,0,0.18058336,2
39,blue-collar,married,secondary,8,0,0.21497422,3
41,housemaid,divorced,primary,22,0,0.19630744,2
51,management,married,tertiary,1612,0,0.2235224,3
42,blue-collar,married,primary,560,0,0.16825151,2
34,blue-collar,single,secondary,47,0,0.28198442,4
33,technician,married,tertiary,17455,0,0.16052887,1
32,blue-collar,married,secondary,491,0,0.17949373,2
35,management,married,tertiary,2472,0,0.41217044,7
53,self-employed,married,tertiary,337,0,0.1743595,2
46,blue-collar,married,secondary,922,0,0.18917365,2
32,technician,single,tertiary,-311,0,0.21198593,2
42,services,married,secondary,129,0,0.2981189,5
31,services,married,secondary,2050,0,0.23264605,3
47,technician,married,secondary,826,0,0.20696598,2
40,entrepreneur,married,secondary,1532,0,0.17975503,2
36,entrepreneur,divorced,tertiary,299,0,0.3103653,5
32,services,married,secondary,3839,0,0.2524485,4
35,entrepreneur,married,tertiary,0,0,0.28097263,4
47,management,single,tertiary,153,0,0.28791326,4
51,management,divorced,tertiary,1937,0,0.27516106,4
40,management,single,secondary,9916,0,0.42726454,7
37,admin.,married,secondary,960,0,0.30341995,5
56,retired,married,secondary,728,0,0.3096899,5
45,admin.,married,secondary,0,0,0.16416809,1
33,technician,divorced,secondary,10,0,0.21149074,2
49,technician,married,secondary,1432,0,0.18208514,2
32,management,married,secondary,6217,0,0.17805514,2
39,management,married,tertiary,9579,0,0.258312,4
41,admin.,married,secondary,1327,0,0.1858132,2
59,management,married,secondary,7623,0,0.22333205,3
45,entrepreneur,married,secondary,128,0,0.2824421,4
49,self-employed,single,tertiary,-341,0,0.20681886,2
41,blue-collar,married,primary,168,0,0.20445944,2
36,technician,married,secondary,-179,0,0.19217601,2
46,blue-collar,married,secondary,942,0,0.33440846,6
38,technician,married,secondary,958,0,0.20041265,2
34,blue-collar,married,secondary,3990,0,0.23862468,3
32,blue-collar,married,secondary,1,0,0.19354735,2
34,technician,single,tertiary,2047,0,0.28572932,4
47,management,divorced,tertiary,0,0,0.24047337,3
30,admin.,married,secondary,1589,0,0.24295369,3
34,self-employed,divorced,tertiary,5722,0,0.31664658,5
44,blue-collar,divorced,secondary,-184,0,0.31106323,5
50,technician,divorced,secondary,2910,0,0.3284248,5
41,management,married,secondary,1471,0,0.2485333,3
31,blue-collar,married,secondary,604,0,0.22812487,3
30,management,married,tertiary,1185,0,0.23112783,3
30,admin.,single,secondary,2802,0,0.3452164,6
34,self-employed,divorced,secondary,172,0,0.30465648,5
43,services,married,secondary,508,0,0.2118106,2
33,blue-collar,married,secondary,833,0,0.19479375,2
51,management,single,tertiary,6030,0,0.27304992,4
45,technician,divorced,secondary,-14,0,0.2923127,5
46,management,divorced,tertiary,6269,0,0.2289027,3
39,management,single,tertiary,12437,0,0.41878438,7
51,management,single,tertiary,1202,0,0.34344026,6
30,blue-collar,married,secondary,1131,0,0.1819816,2
40,management,married,tertiary,6008,0,0.2929359,5
36,management,married,tertiary,1434,0,0.40022826,7
32,technician,single,tertiary,4432,0,0.44092306,8
46,management,single,secondary,177,0,0.40705132,7
40,admin.,divorced,secondary,399,0,0.18452002,2
46,services,divorced,secondary,864,0,0.1997839,2
35,blue-collar,married,secondary,496,0,0.2249173,3
45,admin.,married,secondary,597,0,0.19266582,2
58,technician,married,tertiary,855,0,0.21981527,3
32,blue-collar,single,secondary,3845,0,0.36427203,6
49,self-employed,married,tertiary,202,0,0.25761217,4
39,management,married,tertiary,3,0,0.21855852,3
33,management,single,tertiary,2206,0,0.3351857,6
31,management,single,tertiary,3142,0,0.33311012,6
55,management,divorced,secondary,1526,0,0.33492586,6
34,management,married,tertiary,577,0,0.24859402,3
53,retired,married,secondary,1139,0,0.2934239,5
42,blue-collar,married,secondary,1540,0,0.22156169,3
32,management,married,secondary,1477,0,0.2657193,4
30,admin.,married,secondary,8781,1,0.34507847,6
48,blue-collar,married,primary,214,0,0.1380654,1
34,blue-collar,married,secondary,1412,0,0.1572934,1
35,technician,married,secondary,2019,0,0.17812262,2
52,management,married,tertiary,1295,0,0.2925672,5
39,technician,married,tertiary,3911,0,0.3334624,6
48,management,married,secondary,-998,0,0.15044443,1
31,management,married,tertiary,1164,0,0.17292021,2
36,management,married,tertiary,369,0,0.3306496,6
31,admin.,married,secondary,3584,0,0.2599709,4
31,technician,married,tertiary,3564,0,0.5133793,9
51,entrepreneur,married,primary,538,1,0.29100254,5
36,housemaid,married,secondary,205,0,0.1260699,1
45,blue-collar,married,secondary,17,0,0.14922717,1
30,admin.,married,secondary,187,0,0.2638821,4
31,admin.,married,secondary,355,0,0.22065468,3
35,services,married,secondary,66,0,0.2582677,4
51,self-employed,married,primary,106,0,0.12756366,1
51,technician,married,secondary,3899,0,0.15291369,1
41,technician,married,secondary,352,0,0.2225203,3
47,admin.,married,secondary,79,0,0.19068077,2
50,technician,married,secondary,31,0,0.11723977,1
42,blue-collar,married,secondary,681,0,0.25462735,4
56,management,married,tertiary,1390,1,0.27673736,4
48,management,married,tertiary,1175,0,0.20239669,2
31,self-employed,single,secondary,202,0,0.3348182,6
41,blue-collar,married,secondary,1362,0,0.27633762,4
56,retired,married,tertiary,839,0,0.45955378,8
34,entrepreneur,married,secondary,1368,0,0.25879413,4
46,entrepreneur,married,tertiary,1082,0,0.23576428,3
43,management,married,secondary,481,0,0.21680231,3
36,management,single,tertiary,3343,0,0.5330176,9
33,blue-collar,married,primary,3074,0,0.3977607,7
51,technician,divorced,secondary,5964,0,0.2877271,4
42,management,married,secondary,283,0,0.24050093,3
30,technician,married,secondary,-306,0,0.12927249,1
41,entrepreneur,married,secondary,353,0,0.36327964,6
48,management,married,tertiary,571,0,0.18662821,2
51,management,married,tertiary,-20,0,0.23809682,3
43,entrepreneur,married,tertiary,1574,0,0.27757245,4
55,technician,married,secondary,6043,0,0.35354728,6
44,services,married,secondary,1106,0,0.16683897,1
33,management,single,tertiary,48,0,0.2862135,4
39,blue-collar,married,primary,4,0,0.16898736,2
35,management,divorced,tertiary,808,0,0.49572325,8
31,technician,divorced,tertiary,1200,0,0.5279488,9
35,management,married,tertiary,12256,0,0.2856274,4
41,entrepreneur,married,tertiary,171,0,0.2372017,3
36,admin.,single,tertiary,2317,0,0.3515786,6
33,management,married,tertiary,2744,0,0.3004332,5
37,management,married,tertiary,156,1,0.35987648,6
36,management,married,tertiary,481,0,0.25539857,4
35,technician,divorced,tertiary,4515,0,0.40780002,7
44,admin.,married,secondary,1206,0,0.39326903,7
58,self-employed,married,tertiary,8014,0,0.15619823,1
55,blue-collar,divorced,secondary,4053,0,0.4442782,8
53,management,married,tertiary,57,0,0.22206558,3
58,technician,married,secondary,4717,0,0.36307943,6
33,management,married,tertiary,1148,0,0.41888896,7
32,admin.,single,tertiary,1583,0,0.30102554,5
46,technician,single,secondary,874,1,0.48470572,8
31,technician,single,secondary,3500,0,0.4569551,8
50,housemaid,divorced,secondary,0,0,0.2605732,4
38,entrepreneur,married,tertiary,83,0,0.27649122,4
30,management,single,tertiary,5561,1,0.41294745,7
46,blue-collar,divorced,secondary,138,0,0.4225436,7
42,technician,married,secondary,-556,0,0.29744488,5
45,management,married,tertiary,1416,0,0.23414393,3
36,management,married,tertiary,3839,0,0.4747079,8
48,technician,married,primary,-530,0,0.32143447,5
42,services,married,tertiary,412,0,0.15133154,1
30,management,married,tertiary,314,0,0.8678661,10
37,technician,married,secondary,7957,0,0.42232513,7
39,management,single,secondary,4278,0,0.40472326,7
30,entrepreneur,married,tertiary,23,0,0.2633102,4
32,services,divorced,secondary,1156,0,0.32336667,5
38,blue-collar,married,primary,10443,0,0.3640338,6
47,entrepreneur,divorced,secondary,392,0,0.29093483,5
39,management,single,tertiary,1682,0,0.31074575,5
31,management,single,tertiary,3625,0,0.34647945,6
38,technician,married,tertiary,11766,0,0.31919295,5
50,services,divorced,secondary,2015,0,0.37361383,7
32,blue-collar,single,secondary,1721,0,0.24292949,3
45,management,married,secondary,38,0,0.24566095,3
33,management,single,tertiary,541,0,0.23715495,3
35,blue-collar,single,secondary,4845,0,0.5293043,9
33,management,single,tertiary,102,0,0.28408265,4
30,management,single,tertiary,54,0,0.2457118,3
52,admin.,married,secondary,299,0,0.2756573,4
50,blue-collar,married,primary,167,0,0.32409737,5
52,management,married,tertiary,488,0,0.2284776,3
35,services,single,secondary,0,0,0.25861582,4
45,entrepreneur,married,tertiary,2185,0,0.2757427,4
34,blue-collar,single,primary,-343,0,0.15231161,1
43,entrepreneur,single,primary,2124,0,0.36734748,6
31,management,married,tertiary,4924,0,0.31053078,5
54,management,married,tertiary,6525,0,0.26884577,4
33,management,married,tertiary,3696,0,0.4629855,8
31,self-employed,single,unknown,7118,0,0.35087958,6
33,management,single,tertiary,896,0,0.36694896,6
37,services,married,secondary,345,0,0.23093928,3
53,management,divorced,primary,255,0,0.40123305,7
58,entrepreneur,married,tertiary,6384,0,0.39858958,7
48,unemployed,married,secondary,1811,0,0.20073043,2
40,management,married,tertiary,2168,0,0.22691946,3
36,services,divorced,secondary,2390,0,0.37666985,7
33,management,married,tertiary,0,0,0.21918145,3
33,technician,married,tertiary,575,0,0.29155836,5
33,blue-collar,married,primary,359,0,0.20272654,2
37,management,divorced,tertiary,2519,0,0.39126977,7
51,technician,married,secondary,113,0,0.3544179,6
57,retired,single,primary,604,0,0.43328422,8
31,blue-collar,single,secondary,-366,0,0.38599008,7
46,technician,married,tertiary,3941,0,0.38052174,7
35,technician,married,secondary,0,0,0.17106174,2
55,management,married,tertiary,4649,0,0.26884678,4
32,services,single,secondary,545,0,0.35561162,6
30,management,single,tertiary,4319,0,0.44929484,8
32,blue-collar,married,secondary,2089,0,0.7519097,10
41,management,married,tertiary,1495,0,0.26801792,4
35,unemployed,married,secondary,315,0,0.25112686,4
51,unemployed,married,secondary,1760,0,0.38012686,7
43,technician,married,secondary,186,0,0.27023897,4
40,management,married,tertiary,12409,0,0.22441465,3
37,technician,divorced,secondary,0,0,0.30725574,5
38,admin.,single,secondary,2600,0,0.4055377,7
33,services,married,secondary,1082,0,0.24832043,3
52,retired,married,secondary,424,0,0.40725976,7
31,technician,single,secondary,1186,0,0.3199291,5
35,management,married,tertiary,2801,0,0.27923605,4
32,management,single,tertiary,2667,0,0.807169,10
31,technician,single,secondary,1188,0,0.3842879,7
33,management,single,tertiary,659,0,0.35959724,6
30,admin.,single,secondary,382,0,0.3144235,5
31,blue-collar,married,primary,4728,0,0.31034112,5
32,entrepreneur,married,tertiary,964,0,0.27524462,4
35,management,single,tertiary,578,0,0.33824065,6
36,self-employed,married,secondary,189,0,0.22995582,3
40,self-employed,divorced,tertiary,1077,0,0.5078419,8
35,blue-collar,divorced,tertiary,3547,0,0.41770694,7
42,services,married,tertiary,12223,0,0.28513148,4
31,technician,single,tertiary,1881,0,0.5031234,8
40,services,married,secondary,961,0,0.42042243,7
35,unemployed,single,secondary,-126,0,0.27920663,4
32,blue-collar,married,secondary,1520,0,0.28374055,4
52,self-employed,married,secondary,-201,0,0.27215132,4
35,management,married,tertiary,3889,0,0.31943,5
42,services,divorced,secondary,266,0,0.27773586,4
45,management,divorced,secondary,644,1,0.82809365,10
37,services,single,secondary,50,0,0.492557,8
56,retired,divorced,secondary,1886,0,0.36985388,6
59,blue-collar,married,secondary,16869,0,0.28025466,4
45,housemaid,married,secondary,16358,0,0.27447775,4
36,management,married,tertiary,-485,0,0.22874145,3
35,management,divorced,tertiary,859,1,0.2982769,5
32,blue-collar,married,primary,3136,1,0.31998938,5
30,services,single,primary,0,1,0.31579787,5
42,management,divorced,primary,0,0,0.20369007,2
58,management,married,secondary,60,0,0.1967373,2
39,blue-collar,single,primary,6,0,0.2512495,4
36,admin.,single,tertiary,649,0,0.5721737,9
43,management,married,tertiary,13044,0,0.3611693,6
35,management,divorced,tertiary,771,0,0.22540016,3
30,management,married,tertiary,86,0,0.26945207,4
32,services,married,secondary,1082,0,0.3013691,5
34,blue-collar,married,secondary,1897,0,0.20831943,2
39,technician,married,secondary,3494,0,0.3347434,6
30,admin.,married,secondary,521,0,0.28006992,4
49,technician,divorced,secondary,342,0,0.3215607,5
57,retired,married,primary,1335,0,0.31957743,5
54,management,married,secondary,0,0,0.27211857,4
37,self-employed,married,tertiary,804,0,0.31460533,5
49,management,married,tertiary,6613,0,0.43625337,8
30,blue-collar,divorced,secondary,4591,0,0.41936573,7
34,blue-collar,married,secondary,360,0,0.1519113,1
54,admin.,married,secondary,3136,0,0.32409865,5
52,admin.,married,primary,6286,0,0.37050432,6
57,entrepreneur,married,tertiary,1828,0,0.27804568,4
41,admin.,married,secondary,80,0,0.3463936,6
48,management,married,tertiary,5057,0,0.36648875,6
33,technician,married,secondary,1234,0,0.43583736,8
55,technician,married,secondary,0,0,0.28484803,4
30,self-employed,single,secondary,-617,1,0.3548579,6
48,management,married,secondary,3663,0,0.32922733,6
30,blue-collar,married,secondary,8,0,0.23347938,3
41,admin.,single,secondary,621,0,0.30457738,5
31,housemaid,single,tertiary,287,0,0.28980517,5
45,technician,divorced,secondary,1309,0,0.2968035,5
30,management,single,tertiary,234,0,0.29667598,5
39,admin.,married,secondary,168,0,0.2659474,4
35,self-employed,married,tertiary,1340,0,0.35037997,6
56,management,married,secondary,238,0,0.23668252,3
42,blue-collar,married,secondary,-430,0,0.24993728,3
34,technician,married,secondary,1,0,0.23952417,3
35,entrepreneur,married,secondary,6851,0,0.41089222,7
47,unemployed,married,tertiary,1172,0,0.39137587,7
40,entrepreneur,married,tertiary,1024,0,0.44090965,8
32,unemployed,single,tertiary,1611,0,0.30916813,5
44,self-employed,married,tertiary,4411,0,0.32808194,5
33,management,married,tertiary,2441,0,0.26294687,4
41,technician,married,tertiary,67,1,0.28175604,4
31,blue-collar,married,secondary,1570,0,0.20899409,2
59,management,married,unknown,3428,0,0.3145807,5
45,entrepreneur,married,tertiary,1,0,0.3135262,5
49,management,married,secondary,1623,1,0.2506537,3
46,blue-collar,single,primary,96,0,0.29881012,5
39,admin.,married,secondary,159,0,0.38402766,7
55,blue-collar,married,primary,4103,0,0.39185026,7
54,unemployed,married,primary,6427,0,0.21318647,3
45,management,married,tertiary,80,0,0.29305196,5
40,self-employed,married,tertiary,2977,0,0.27819818,4
46,blue-collar,married,secondary,15,0,0.1440237,1
50,entrepreneur,divorced,tertiary,816,0,0.50264597,8
30,blue-collar,single,secondary,447,0,0.4077569,7
44,entrepreneur,married,secondary,2878,0,0.32942453,6
32,management,single,tertiary,4262,0,0.41563466,7
34,blue-collar,married,primary,2490,0,0.22088763,3
34,management,single,tertiary,1,0,0.34769657,6
33,housemaid,married,tertiary,0,0,0.22900243,3
55,services,divorced,tertiary,1983,0,0.31348383,5
46,self-employed,married,tertiary,2421,1,0.47300488,8
49,services,married,unknown,1990,0,0.26217481,4
39,blue-collar,married,primary,800,0,0.20829074,2
50,management,married,secondary,1580,0,0.2764758,4
32,technician,single,tertiary,360,0,0.4609564,8
32,admin.,single,secondary,10218,0,0.353947,6
47,technician,married,secondary,85,0,0.3121807,5
56,management,married,tertiary,705,0,0.34285495,6
54,blue-collar,married,primary,6191,0,0.33631483,6
40,blue-collar,married,primary,4608,0,0.17384142,2
53,retired,married,tertiary,1452,0,0.3194609,5
35,technician,married,secondary,2189,0,0.4129892,7
35,management,married,tertiary,1095,0,0.26405933,4
51,blue-collar,married,primary,-637,0,0.1887603,2
40,housemaid,married,secondary,1783,0,0.16904071,2
35,management,married,tertiary,131,0,0.25858703,4
41,management,divorced,tertiary,8106,0,0.46999016,8
39,entrepreneur,married,primary,3373,0,0.3347147,6
30,management,single,tertiary,2708,0,0.5606171,9
39,management,married,tertiary,-233,0,0.2021924,2
39,technician,divorced,secondary,688,0,0.27131546,4
39,admin.,single,secondary,2749,0,0.40654287,7
52,services,single,secondary,1810,0,0.4330509,8
56,retired,single,tertiary,352,0,0.51913196,9
34,management,married,tertiary,395,0,0.24809529,3
32,management,single,tertiary,2280,0,0.33946314,6
46,technician,divorced,secondary,-26,0,0.2829212,4
51,technician,divorced,tertiary,4143,0,0.55159754,9
46,services,married,tertiary,2520,0,0.33583808,6
57,unemployed,divorced,secondary,2762,0,0.48616242,8
38,technician,married,secondary,4030,0,0.29754475,5
35,self-employed,married,tertiary,8647,0,0.31865686,5
41,blue-collar,single,secondary,81,0,0.3777025,7
38,blue-collar,married,primary,-459,0,0.21110253,2
43,management,married,tertiary,1429,1,0.30506822,5
47,management,married,unknown,4189,1,0.3307385,6
54,management,married,tertiary,11246,0,0.3227143,5
48,services,single,secondary,2749,0,0.5201102,9
32,management,married,tertiary,1923,0,0.379712,7
31,housemaid,married,secondary,14,0,0.21846631,3
34,management,married,secondary,2311,0,0.29389068,5
31,technician,single,tertiary,849,0,0.5416514,9
32,management,married,tertiary,0,0,0.28895435,5
32,technician,married,secondary,599,0,0.42193824,7
34,admin.,single,tertiary,3092,0,0.560842,9
51,entrepreneur,married,secondary,5403,0,0.3885045,7
54,technician,married,secondary,4475,0,0.3564256,6
51,retired,married,tertiary,580,1,0.3894617,7
32,technician,divorced,secondary,18,0,0.21936078,3
40,student,married,secondary,260,0,0.43978137,8
30,unemployed,single,tertiary,1622,0,0.54314363,9
35,self-employed,single,tertiary,538,0,0.24241875,3
31,blue-collar,married,secondary,69,0,0.34515834,6
44,admin.,married,tertiary,688,0,0.37227684,6
33,entrepreneur,single,secondary,1808,0,0.4913078,8
31,unemployed,married,secondary,24,0,0.25835526,4
32,blue-collar,married,primary,66,0,0.3025661,5
32,self-employed,married,tertiary,210,0,0.27809772,4
53,retired,married,tertiary,1778,0,0.4206863,7
36,self-employed,single,tertiary,1296,0,0.35440773,6
49,admin.,single,secondary,0,0,0.29752678,5
33,management,married,tertiary,-148,0,0.16971603,2
32,technician,married,secondary,524,0,0.40462488,7
41,blue-collar,married,primary,1491,0,0.2523587,4
43,blue-collar,single,secondary,9102,0,0.34028327,6
32,services,single,secondary,2615,1,0.53847826,9
33,management,single,tertiary,5945,0,0.38347256,7
54,admin.,married,secondary,1239,0,0.427543,7
35,management,single,tertiary,1531,0,0.35318318,6
41,management,married,tertiary,36,0,0.2755262,4
48,admin.,married,secondary,1428,0,0.39890346,7
33,self-employed,married,tertiary,-103,0,0.21011294,2
33,management,single,tertiary,201,0,0.27739224,4
39,housemaid,married,secondary,1444,0,0.80602545,10
